Cod_Identificacao;Municipio;PIB;;
2201101;Avelino Lopes (PI);36300;;
2201150;Baixa Grande do Ribeiro (PI);148451;;
2201176;Barra D'Alcântara (PI);15097;;
2201200;Barras (PI);170486;;
2201309;Barreiras do Piauí (PI);10143;;
2201408;Barro Duro (PI);30038;;
2201507;Batalha (PI);89628;;
2201556;Bela Vista do Piauí (PI);14416;;
2201572;Belém do Piauí (PI);10777;;
2201606;Beneditinos (PI);32101;;
2201705;Bertolínia (PI);27055;;
2201739;Betânia do Piauí (PI);21553;;
2201770;Boa Hora (PI);18944;;
2201804;Bocaina (PI);17458;;
2201903;Bom Jesus (PI);204103;;
2201919;Bom Princípio do Piauí (PI);19482;;
2201929;Bonfim do Piauí (PI);17261;;
2201945;Boqueirão do Piauí (PI);18929;;
2201960;Brasileira (PI);23930;;
2201988;Brejo do Piauí (PI);14522;;
2202000;Buriti dos Lopes (PI);88329;;
2202026;Buriti dos Montes (PI);25981;;
2202059;Cabeceiras do Piauí (PI);31065;;
2202075;Cajazeiras do Piauí (PI);11396;;
2202083;Cajueiro da Praia (PI);32872;;
2202091;Caldeirão Grande do Piauí (PI);19711;;
2202109;Campinas do Piauí (PI);20338;;
2202117;Campo Alegre do Fidalgo (PI);15745;;
2202133;Campo Grande do Piauí (PI);20565;;
2202174;Campo Largo do Piauí (PI);20742;;
2202208;Campo Maior (PI);265506;;
2202251;Canavieira (PI);15324;;
2202307;Canto do Buriti (PI);98146;;
2202406;Capitão de Campos (PI);33881;;
2202455;Capitão Gervásio Oliveira (PI);15108;;
2202505;Caracol (PI);34402;;
2202539;Caraúbas do Piauí (PI);20639;;
2202554;Caridade do Piauí (PI);16653;;
2202604;Castelo do Piauí (PI);81951;;
2202653;Caxingó (PI);21915;;
2202703;Cocal (PI);87457;;
2202711;Cocal de Telha (PI);17126;;
2202729;Cocal dos Alves (PI);18876;;
2202737;Coivaras (PI);13627;;
2202752;Colônia do Gurguéia (PI);25686;;
2202778;Colônia do Piauí (PI);26680;;
2202802;Conceição do Canindé (PI);15429;;
2202851;Coronel José Dias (PI);16747;;
2202901;Corrente (PI);161700;;
2203008;Cristalândia do Piauí (PI);26881;;
2203107;Cristino Castro (PI);40256;;
2203206;Curimatá (PI);43615;;
2203230;Currais (PI);34897;;
2203255;Curralinhos (PI);11797;;
2203271;Curral Novo do Piauí (PI);14615;;
2203305;Demerval Lobão (PI);40503;;
2203354;Dirceu Arcoverde (PI);22408;;
2203404;Dom Expedito Lopes (PI);33710;;
2203420;Domingos Mourão (PI);14747;;
2203453;Dom Inocêncio (PI);27128;;
2203503;Elesbão Veloso (PI);59202;;
2203602;Eliseu Martins (PI);20643;;
2203701;Esperantina (PI);159346;;
2203750;Fartura do Piauí (PI);14915;;
2203800;Flores do Piauí (PI);17176;;
2203859;Floresta do Piauí (PI);9427;;
2203909;Floriano (PI);550100;;
2204006;Francinópolis (PI);18644;;
2204105;Francisco Ayres (PI);16077;;
2204154;Francisco Macedo (PI);10705;;
2204204;Francisco Santos (PI);32539;;
2204303;Fronteiras (PI);184980;;
2204352;Geminiano (PI);21937;;
2204402;Gilbués (PI);73093;;
2204501;Guadalupe (PI);198106;;
2204550;Guaribas (PI);14372;;
2204600;Hugo Napoleão (PI);14271;;
2204659;Ilha Grande (PI);35421;;
2204709;Inhuma (PI);53393;;
2204808;Ipiranga do Piauí (PI);34505;;
2204907;Isaías Coelho (PI);26550;;
2205003;Itainópolis (PI);40951;;
2205102;Itaueira (PI);51693;;
2205151;Jacobina do Piauí (PI);23319;;
2205201;Jaicós (PI);71408;;
2205250;Jardim do Mulato (PI);14820;;
2205276;Jatobá do Piauí (PI);21901;;
2205300;Jerumenha (PI);19841;;
2205359;João Costa (PI);13464;;
2205409;Joaquim Pires (PI);42170;;
2205458;Joca Marques (PI);16007;;
2205508;José de Freitas (PI);166239;;
2205516;Juazeiro do Piauí (PI);22211;;
2205524;Júlio Borges (PI);19226;;
2205532;Jurema (PI);17234;;
2205540;Lagoinha do Piauí (PI);9431;;
2205557;Lagoa Alegre (PI);25847;;
2205565;Lagoa do Barro do Piauí (PI);16260;;
2205573;Lagoa de São Francisco (PI);21164;;
2205581;Lagoa do Piauí (PI);55497;;
2205599;Lagoa do Sítio (PI);18173;;
2205607;Landri Sales (PI);32097;;
2205706;Luís Correia (PI);116538;;
2205805;Luzilândia (PI);112021;;
2205854;Madeiro (PI);26052;;
2205904;Manoel Emídio (PI);23779;;
2205953;Marcolândia (PI);28648;;
2206001;Marcos Parente (PI);16919;;
2206050;Massapê do Piauí (PI);18503;;
2206100;Matias Olímpio (PI);33994;;
2206209;Miguel Alves (PI);108685;;
2206308;Miguel Leão (PI);7371;;
2206357;Milton Brandão (PI);20227;;
2206407;Monsenhor Gil (PI);64964;;
2206506;Monsenhor Hipólito (PI);26464;;
2206605;Monte Alegre do Piauí (PI);57913;;
2206654;Morro Cabeça no Tempo (PI);16107;;
2206670;Morro do Chapéu do Piauí (PI);21032;;
2206696;Murici dos Portelas (PI);28192;;
2206704;Nazaré do Piauí (PI);24063;;
2206720;Nazária (PI);28844;;
2206753;Nossa Senhora de Nazaré (PI);14892;;
2206803;Nossa Senhora dos Remédios (PI);29376;;
2206902;Novo Oriente do Piauí (PI);21561;;
2206951;Novo Santo Antônio (PI);12972;;
2207009;Oeiras (PI);192402;;
2207108;Olho D'Água do Piauí (PI);10642;;
2207207;Padre Marcos (PI);25949;;
2207306;Paes Landim (PI);16807;;
2207355;Pajeú do Piauí (PI);12573;;
2207405;Palmeira do Piauí (PI);29763;;
2207504;Palmeirais (PI);46126;;
2207553;Paquetá (PI);14055;;
2207603;Parnaguá (PI);41433;;
2207702;Parnaíba (PI);967408;;
2207751;Passagem Franca do Piauí (PI);17144;;
2207777;Patos do Piauí (PI);20431;;
2207793;Pau D'Arco do Piauí (PI);11581;;
2207801;Paulistana (PI);167134;;
2207850;Pavussu (PI);13463;;
2207900;Pedro II (PI);139842;;
2207934;Pedro Laurentino (PI);10328;;
2207959;Nova Santa Rita (PI);14778;;
2208007;Picos (PI);682828;;
2208106;Pimenteiras (PI);40750;;
2208205;Pio IX (PI);71833;;
2208304;Piracuruca (PI);116219;;
2208403;Piripiri (PI);322809;;
2208502;Porto (PI);36783;;
2208551;Porto Alegre do Piauí (PI);12153;;
2208601;Prata do Piauí (PI);11675;;
2208650;Queimada Nova (PI);30538;;
2208700;Redenção do Gurguéia (PI);31793;;
2208809;Regeneração (PI);66193;;
2208858;Riacho Frio (PI);16618;;
2208874;Ribeira do Piauí (PI);13333;;
2208908;Ribeiro Gonçalves (PI);81673;;
2209005;Rio Grande do Piauí (PI);23613;;
2209104;Santa Cruz do Piauí (PI);21176;;
2209153;Santa Cruz dos Milagres (PI);14783;;
2209203;Santa Filomena (PI);71648;;
2209302;Santa Luz (PI);19641;;
2209351;Santana do Piauí (PI);16208;;
2209377;Santa Rosa do Piauí (PI);16897;;
2209401;Santo Antônio de Lisboa (PI);27079;;
2209450;Santo Antônio dos Milagres (PI);7218;;
2209500;Santo Inácio do Piauí (PI);12502;;
2209559;São Braz do Piauí (PI);13564;;
2209609;São Félix do Piauí (PI);10984;;
2209658;São Francisco de Assis do Piauí (PI);17533;;
2209708;São Francisco do Piauí (PI);21607;;
2209757;São Gonçalo do Gurguéia (PI);12398;;
2209807;São Gonçalo do Piauí (PI);16826;;
2209856;São João da Canabrava (PI);15434;;
2209872;São João da Fronteira (PI);20830;;
2209906;São João da Serra (PI);22488;;
2209955;São João da Varjota (PI);14906;;
2209971;São João do Arraial (PI);21895;;
2210003;São João do Piauí (PI);90372;;
2210052;São José do Divino (PI);20943;;
2210102;São José do Peixe (PI);16170;;
2210201;São José do Piauí (PI);24750;;
2210300;São Julião (PI);21407;;
2210359;São Lourenço do Piauí (PI);14275;;
2210375;São Luis do Piauí (PI);8559;;
2210383;São Miguel da Baixa Grande (PI);8899;;
2210391;São Miguel do Fidalgo (PI);11144;;
2210409;São Miguel do Tapuio (PI);58596;;
2210508;São Pedro do Piauí (PI);49763;;
2210607;São Raimundo Nonato (PI);173530;;
2210623;Sebastião Barros (PI);18664;;
2210631;Sebastião Leal (PI);71133;;
2210656;Sigefredo Pacheco (PI);31721;;
2210706;Simões (PI);51075;;
2210805;Simplício Mendes (PI);55840;;
2210904;Socorro do Piauí (PI);14848;;
2210938;Sussuapara (PI);27950;;
2210953;Tamboril do Piauí (PI);10586;;
2210979;Tanque do Piauí (PI);10708;;
2211001;Teresina (PI);10627694;;
2211100;União (PI);207504;;
2211209;Uruçuí (PI);427632;;
2211308;Valença do Piauí (PI);101604;;
2211357;Várzea Branca (PI);15465;;
2211407;Várzea Grande (PI);17011;;
2211506;Vera Mendes (PI);12027;;
2211605;Vila Nova do Piauí (PI);14967;;
2211704;Wall Ferraz (PI);15323;;
2300101;Abaiara (CE);36543;;
2300150;Acarape (CE);65662;;
2300200;Acaraú (CE);327756;;
2300309;Acopiara (CE);213402;;
2300408;Aiuaba (CE);51656;;
2300507;Alcântaras (CE);37015;;
2300606;Altaneira (CE);23342;;
2300705;Alto Santo (CE);80559;;
2300754;Amontada (CE);240831;;
2300804;Antonina do Norte (CE);28053;;
2300903;Apuiarés (CE);49057;;
2301000;Aquiraz (CE);768348;;
2301109;Aracati (CE);577081;;
2301208;Aracoiaba (CE);98749;;
2301257;Ararendá (CE);35048;;
2301307;Araripe (CE);85919;;
2301406;Aratuba (CE);68739;;
2301505;Arneiroz (CE);30506;;
2301604;Assaré (CE);86370;;
2301703;Aurora (CE);97152;;
2301802;Baixio (CE);22268;;
2301851;Banabuiú (CE);83348;;
2301901;Barbalha (CE);464715;;
2301950;Barreira (CE);79705;;
2302008;Barro (CE);94975;;
2302057;Barroquinha (CE);57700;;
2302107;Baturité (CE);196688;;
2302206;Beberibe (CE);328009;;
2302305;Bela Cruz (CE);105038;;
2302404;Boa Viagem (CE);230697;;
2302503;Brejo Santo (CE);246828;;
2302602;Camocim (CE);377211;;
2302701;Campos Sales (CE);121510;;
2302800;Canindé (CE);364415;;
2302909;Capistrano (CE);69708;;
2303006;Caridade (CE);71756;;
2303105;Cariré (CE);68506;;
2303204;Caririaçu (CE);100203;;
2303303;Cariús (CE);67280;;
2303402;Carnaubal (CE);63877;;
2303501;Cascavel (CE);477434;;
2303600;Catarina (CE);58323;;
2303659;Catunda (CE);44941;;
2303709;Caucaia (CE);2842606;;
2303808;Cedro (CE);104132;;
2303907;Chaval (CE);47895;;
2303931;Choró (CE);44039;;
2303956;Chorozinho (CE);94614;;
2304004;Coreaú (CE);80538;;
2304103;Crateús (CE);379567;;
2304202;Crato (CE);985410;;
2304236;Croatá (CE);68154;;
2304251;Cruz (CE);92645;;
2304269;Deputado Irapuan Pinheiro (CE);35968;;
2304277;Ererê (CE);26419;;
2304285;Eusébio (CE);1404071;;
2304301;Farias Brito (CE);75301;;
2304350;Forquilha (CE);91466;;
2304400;Fortaleza (CE);37001831;;
2304459;Fortim (CE);74667;;
2304509;Frecheirinha (CE);64828;;
2304608;General Sampaio (CE);28344;;
2304657;Graça (CE);54293;;
2304707;Granja (CE);185041;;
2304806;Granjeiro (CE);18993;;
2304905;Groaíras (CE);38000;;
2304954;Guaiúba (CE);104479;;
2305001;Guaraciaba do Norte (CE);208952;;
2305100;Guaramiranga (CE);37854;;
2305209;Hidrolândia (CE);80600;;
2305233;Horizonte (CE);1146485;;
2305266;Ibaretama (CE);43905;;
2305308;Ibiapina (CE);118604;;
2305332;Ibicuitinga (CE);42790;;
2305357;Icapuí (CE);152508;;
2305407;Icó (CE);302016;;
2305506;Iguatu (CE);884474;;
2305605;Independência (CE);127140;;
2305654;Ipaporanga (CE);36633;;
2305704;Ipaumirim (CE);50313;;
2305803;Ipu (CE);190443;;
2305902;Ipueiras (CE);145214;;
2306009;Iracema (CE);70358;;
2306108;Irauçuba (CE);84525;;
2306207;Itaiçaba (CE);31075;;
2306256;Itaitinga (CE);200020;;
2306306;Itapajé (CE);594791;;
2306405;Itapipoca (CE);704980;;
2306504;Itapiúna (CE);65208;;
2306553;Itarema (CE);208962;;
2306603;Itatira (CE);75951;;
2306702;Jaguaretama (CE);82526;;
2306801;Jaguaribara (CE);75623;;
2306900;Jaguaribe (CE);235624;;
2307007;Jaguaruana (CE);230189;;
2307106;Jardim (CE);107867;;
2307205;Jati (CE);28975;;
2307254;Jijoca de Jericoacoara (CE);96137;;
2307304;Juazeiro do Norte (CE);2151335;;
2307403;Jucás (CE);103169;;
2307502;Lavras da Mangabeira (CE);111666;;
2307601;Limoeiro do Norte (CE);505778;;
2307635;Madalena (CE);74830;;
2307650;Maracanaú (CE);4499790;;
2307700;Maranguape (CE);820090;;
2307809;Marco (CE);149580;;
2307908;Martinópole (CE);32796;;
2308005;Massapê (CE);120691;;
2308104;Mauriti (CE);187164;;
2308203;Meruoca (CE);47779;;
2308302;Milagres (CE);121563;;
2308351;Milhã (CE);61613;;
2308377;Miraíma (CE);46417;;
2308401;Missão Velha (CE);165701;;
2308500;Mombaça (CE);158758;;
2308609;Monsenhor Tabosa (CE);62577;;
2308708;Morada Nova (CE);409293;;
2308807;Moraújo (CE);29869;;
2308906;Morrinhos (CE);75629;;
2309003;Mucambo (CE);51447;;
2309102;Mulungu (CE);73185;;
2309201;Nova Olinda (CE);68469;;
2309300;Nova Russas (CE);140458;;
2309409;Novo Oriente (CE);97049;;
2309458;Ocara (CE);81931;;
2309508;Orós (CE);115554;;
2309607;Pacajus (CE);602770;;
2309706;Pacatuba (CE);591627;;
2309805;Pacoti (CE);82054;;
2309904;Pacujá (CE);25582;;
2310001;Palhano (CE);38507;;
2310100;Palmácia (CE);60122;;
2310209;Paracuru (CE);252872;;
2310258;Paraipaba (CE);182868;;
2310308;Parambu (CE);118592;;
2310407;Paramoti (CE);47722;;
2310506;Pedra Branca (CE);158422;;
2310605;Penaforte (CE);50236;;
2310704;Pentecoste (CE);200100;;
2310803;Pereiro (CE);61962;;
2310852;Pindoretama (CE);95129;;
2310902;Piquet Carneiro (CE);59641;;
2310951;Pires Ferreira (CE);35918;;
2311009;Poranga (CE);37661;;
2311108;Porteiras (CE);62748;;
2311207;Potengi (CE);43904;;
2311231;Potiretama (CE);25750;;
2311264;Quiterianópolis (CE);71527;;
2311306;Quixadá (CE);576334;;
2311355;Quixelô (CE);73998;;
2311405;Quixeramobim (CE);456018;;
2311504;Quixeré (CE);129073;;
2311603;Redenção (CE);156859;;
2311702;Reriutaba (CE);88318;;
2311801;Russas (CE);575304;;
2311900;Saboeiro (CE);53390;;
2311959;Salitre (CE);57987;;
2312007;Santana do Acaraú (CE);110543;;
2312106;Santana do Cariri (CE);71494;;
2312205;Santa Quitéria (CE);226303;;
2312304;São Benedito (CE);236891;;
2312403;São Gonçalo do Amarante (CE);517967;;
2312502;São João do Jaguaribe (CE);52901;;
2312601;São Luís do Curu (CE);56842;;
2312700;Senador Pompeu (CE);136899;;
2312809;Senador Sá (CE);25138;;
2312908;Sobral (CE);2553785;;
2313005;Solonópole (CE);77107;;
2313104;Tabuleiro do Norte (CE);180924;;
2313203;Tamboril (CE);98552;;
2313252;Tarrafas (CE);32251;;
2313302;Tauá (CE);272690;;
2313351;Tejuçuoca (CE);51984;;
2313401;Tianguá (CE);472289;;
2313500;Trairi (CE);263843;;
2313559;Tururu (CE);47858;;
2313609;Ubajara (CE);200408;;
2313708;Umari (CE);27089;;
2313757;Umirim (CE);64479;;
2313807;Uruburetama (CE);185497;;
2313906;Uruoca (CE);47276;;
2313955;Varjota (CE);98790;;
2314003;Várzea Alegre (CE);167745;;
2314102;Viçosa do Ceará (CE);220619;;
2400109;Acari (RN);60084;;
2400208;Açu (RN);442987;;
2400307;Afonso Bezerra (RN);47835;;
2400406;Água Nova (RN);15134;;
2400505;Alexandria (RN);61503;;
2400604;Almino Afonso (RN);19440;;
2400703;Alto do Rodrigues (RN);240885;;
2400802;Angicos (RN);68549;;
2400901;Antônio Martins (RN);30376;;
2401008;Apodi (RN);347485;;
2401107;Areia Branca (RN);688026;;
2401206;Arês (RN);257660;;
2401305;Augusto Severo (RN);41811;;
2401404;Baía Formosa (RN);77340;;
2401453;Baraúna (RN);270432;;
2401503;Barcelona (RN);19994;;
2401602;Bento Fernandes (RN);26051;;
2401651;Bodó (RN);16762;;
2401701;Bom Jesus (RN);41786;;
2401800;Brejinho (RN);58688;;
2401859;Caiçara do Norte (RN);31304;;
2401909;Caiçara do Rio do Vento (RN);16595;;
2402006;Caicó (RN);537968;;
2402105;Campo Redondo (RN);42556;;
2402204;Canguaretama (RN);234467;;
2402303;Caraúbas (RN);195639;;
2402402;Carnaúba dos Dantas (RN);46772;;
2402501;Carnaubais (RN);85202;;
2402600;Ceará-Mirim (RN);473140;;
2402709;Cerro Corá (RN);57017;;
2402808;Coronel Ezequiel (RN);24794;;
2402907;Coronel João Pessoa (RN);23494;;
2403004;Cruzeta (RN);46088;;
2403103;Currais Novos (RN);380268;;
2403202;Doutor Severiano (RN);27773;;
2403251;Parnamirim (RN);2794285;;
2403301;Encanto (RN);20875;;
2403400;Equador (RN);34242;;
2403509;Espírito Santo (RN);39793;;
2403608;Extremoz (RN);161295;;
2403707;Felipe Guerra (RN);73139;;
2403756;Fernando Pedroza (RN);13675;;
2403806;Florânia (RN);40485;;
2403905;Francisco Dantas (RN);14407;;
2404002;Frutuoso Gomes (RN);20972;;
2404101;Galinhos (RN);66859;;
2404200;Goianinha (RN);151614;;
2404309;Governador Dix-Sept Rosado (RN);181160;;
2404408;Grossos (RN);163104;;
2404507;Guamaré (RN);701908;;
2404606;Ielmo Marinho (RN);63786;;
2404705;Ipanguaçu (RN);78800;;
2404804;Ipueira (RN);13377;;
2404853;Itajá (RN);40412;;
2404903;Itaú (RN);27310;;
2405009;Jaçanã (RN);36581;;
2405108;Jandaíra (RN);29394;;
2405207;Janduís (RN);30090;;
2405306;Januário Cicco (RN);39557;;
2405405;Japi (RN);24695;;
2405504;Jardim de Angicos (RN);14289;;
2405603;Jardim de Piranhas (RN);80683;;
2405702;Jardim do Seridó (RN);90177;;
2405801;João Câmara (RN);208545;;
2405900;João Dias (RN);12731;;
2406007;José da Penha (RN);28207;;
2406106;Jucurutu (RN);95806;;
2406155;Jundiá (RN);17596;;
2406205;Lagoa d'Anta (RN);29222;;
2406304;Lagoa de Pedras (RN);32206;;
2406403;Lagoa de Velhos (RN);18069;;
2406502;Lagoa Nova (RN);59904;;
2406601;Lagoa Salgada (RN);36720;;
2406700;Lajes (RN);51453;;
2406809;Lajes Pintadas (RN);22637;;
2406908;Lucrécia (RN);18867;;
2407005;Luís Gomes (RN);45343;;
2407104;Macaíba (RN);1057411;;
2407203;Macau (RN);624095;;
2407252;Major Sales (RN);15954;;
2407302;Marcelino Vieira (RN);37734;;
2407401;Martins (RN);40542;;
2407500;Maxaranguape (RN);55460;;
2407609;Messias Targino (RN);21149;;
2407708;Montanhas (RN);45629;;
2407807;Monte Alegre (RN);100880;;
2407906;Monte das Gameleiras (RN);12354;;
2408003;Mossoró (RN);4438424;;
2408102;Natal (RN);12918972;;
2408201;Nísia Floresta (RN);168641;;
2408300;Nova Cruz (RN);247259;;
2408409;Olho d'Água do Borges (RN);21594;;
2408508;Ouro Branco (RN);23515;;
2408607;Paraná (RN);18006;;
2408706;Paraú (RN);21104;;
2408805;Parazinho (RN);20800;;
2408904;Parelhas (RN);131255;;
2408953;Rio do Fogo (RN);55098;;
2409100;Passa e Fica (RN);50211;;
2409209;Passagem (RN);15603;;
2409308;Patu (RN);51172;;
2409332;Santa Maria (RN);22042;;
2409407;Pau dos Ferros (RN);235360;;
2409506;Pedra Grande (RN);23325;;
2409605;Pedra Preta (RN);14428;;
2409704;Pedro Avelino (RN);37459;;
2409803;Pedro Velho (RN);68131;;
2409902;Pendências (RN);198010;;
2410009;Pilões (RN);18322;;
2410108;Poço Branco (RN);57422;;
2410207;Portalegre (RN);36710;;
2410256;Porto do Mangue (RN);200608;;
2410306;Serra Caiada (RN);42737;;
2410405;Pureza (RN);43459;;
2410504;Rafael Fernandes (RN);22842;;
2410603;Rafael Godeiro (RN);14760;;
2410702;Riacho da Cruz (RN);14423;;
2410801;Riacho de Santana (RN);21010;;
2410900;Riachuelo (RN);32286;;
2411007;Rodolfo Fernandes (RN);20867;;
2411056;Tibau (RN);37936;;
2411106;Ruy Barbosa (RN);17656;;
2411205;Santa Cruz (RN);190549;;
2411403;Santana do Matos (RN);151343;;
2411429;Santana do Seridó (RN);18570;;
2411502;Santo Antônio (RN);107847;;
2411601;São Bento do Norte (RN);24756;;
2411700;São Bento do Trairí (RN);18102;;
2411809;São Fernando (RN);23905;;
2411908;São Francisco do Oeste (RN);18421;;
2412005;São Gonçalo do Amarante (RN);1380003;;
2412104;São João do Sabugi (RN);30176;;
2412203;São José de Mipibu (RN);409696;;
2412302;São José do Campestre (RN);52468;;
2412401;São José do Seridó (RN);31488;;
2412500;São Miguel (RN);105323;;
2412559;São Miguel do Gostoso (RN);45880;;
2412609;São Paulo do Potengi (RN);99422;;
2412708;São Pedro (RN);30789;;
2412807;São Rafael (RN);39869;;
2412906;São Tomé (RN);43973;;
2413003;São Vicente (RN);27494;;
2413102;Senador Elói de Souza (RN);24362;;
2413201;Senador Georgino Avelino (RN);46310;;
2413300;Serra de São Bento (RN);23482;;
2413359;Serra do Mel (RN);74673;;
2413409;Serra Negra do Norte (RN);37069;;
2413508;Serrinha (RN);32263;;
2413557;Serrinha dos Pintos (RN);21971;;
2413607;Severiano Melo (RN);31085;;
2413706;Sítio Novo (RN);23377;;
2413805;Taboleiro Grande (RN);12960;;
2413904;Taipu (RN);80556;;
2414001;Tangará (RN);72404;;
2414100;Tenente Ananias (RN);44942;;
2414159;Tenente Laurentino Cruz (RN);25820;;
2414209;Tibau do Sul (RN);143265;;
2414308;Timbaúba dos Batistas (RN);14320;;
2414407;Touros (RN);195080;;
2414456;Triunfo Potiguar (RN);17494;;
2414506;Umarizal (RN);53106;;
2414605;Upanema (RN);87544;;
2414704;Várzea (RN);25568;;
2414753;Venha-Ver (RN);16470;;
2414803;Vera Cruz (RN);49826;;
2414902;Viçosa (RN);9051;;
2415008;Vila Flor (RN);18599;;
2500106;Água Branca (PB);40110;;
2500205;Aguiar (PB);25768;;
2500304;Alagoa Grande (PB);139060;;
2500403;Alagoa Nova (PB);139938;;
2500502;Alagoinha (PB);56027;;
2500536;Alcantil (PB);24458;;
2500577;Algodão de Jandaíra (PB);13798;;
2500601;Alhandra (PB);238949;;
2500700;São João do Rio do Peixe (PB);93959;;
2500734;Amparo (PB);10662;;
2500775;Aparecida (PB);35073;;
2500809;Araçagi (PB);82993;;
2500908;Arara (PB);51671;;
2501005;Araruna (PB);86241;;
2501104;Areia (PB);122687;;
2501153;Areia de Baraúnas (PB);10048;;
2501203;Areial (PB);26484;;
2501302;Aroeiras (PB);79116;;
2501351;Assunção (PB);18925;;
2501401;Baía da Traição (PB);41548;;
2501500;Bananeiras (PB);119264;;
2501534;Baraúna (PB);20935;;
2501575;Barra de Santana (PB);34783;;
2501609;Barra de Santa Rosa (PB);69321;;
2501708;Barra de São Miguel (PB);26528;;
2501807;Bayeux (PB);806091;;
2501906;Belém (PB);80795;;
2502003;Belém do Brejo do Cruz (PB);30744;;
2502052;Bernardino Batista (PB);13678;;
2502102;Boa Ventura (PB);23770;;
2502151;Boa Vista (PB);102994;;
2502201;Bom Jesus (PB);11572;;
2502300;Bom Sucesso (PB);22572;;
